36 230 588 411 678 302 335 426 553 366 426 277 507 321 682 229 150 302 9 398 507 534 321 615 297 679 9 343 395 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
177 421 411 284 229 324 302 330 121 638 464 354 622 280 594 248 419 578 23 492 9 357 78 3 36 648 329 269 292 381 267 350 228 3 9 357 78 50 121 260 576 257 28 122 346 2 2 2 2 2
36 649 251 559 609 302 235 26 13 33 235 335 590 4 253 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 295 639 594 575 636 230 62 563 35 431 290 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
393 594 504 637 351 578 93 36 196 47 578 464 354 601 594 578 23 283 594 90 578 618 602 637 166 576 320 257 60 407 375 574 9 533 227 576 258 496 302 40 307 2 2 2 2 2 2 2 2 2
637 644 403 385 296 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
267 616 578 111 36 578 457 36 578 572 213 327 302 587 398 195 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
658 267 644 599 411 587 212 287 576 267 644 578 377 607 353 302 33 267 390 175 320 92 505 578 441 257 406 452 284 664 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 590 320 26 267 397 349 578 310 426 578 447 543 560 576 267 240 256 620 302 578 270 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
648 214 594 614 428 673 426 421 37 47 652 47 648 524 685 36 576 265 478 135 302 428 434 346 36 302 578 339 411 428 388 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
245 683 9 75 500 411 42 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
292 318 201 170 598 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
578 466 606 215 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
648 44 254 594 280 230 30 36 298 428 592 36 230 578 424 267 242 594 623 594 504 576 677 648 600 655 583 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
637 645 18 594 475 578 277 36 578 367 186 91 267 397 149 594 133 284 310 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
302 35 195 659 578 400 576 121 260 318 419 227 99 565 46 578 673 50 578 545 411 578 312 674 267 555 266 94 594 173 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
660 139 318 263 594 57 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 297 648 118 594 344 620 594 638 205 297 648 479 576 578 334 411 327 267 189 665 406 531 484 322 47 437 411 9 389 148 91 665 126 25 422 297 648 550 620 36 157 320 36 494 594 624 320 420 20
267 521 9 132 485 667 456 411 82 438 661 640 280 419 580 527 196 47 584 655 138 576 267 645 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
321 9 551 577 9 343 76 263 594 226 595 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 384 483 318 351 375 15 92 578 556 576 266 60 521 273 595 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
91 274 578 586 576 593 645 70 419 280 92 9 396 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 47 428 673 61 594 113 267 272 623 614 588 114 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
267 471 103 36 80 267 603 204 235 578 32 594 578 43 267 449 7 222 67 578 508 604 5 222 620 313 578 282 36 207 650 302 578 621 477 411 428 51 3 26 667 421 370 594 352 320 126 25 230 578
267 471 103 36 80 267 603 204 235 578 32 594 578 43 267 449 7 222 67 578 508 604 5 222 620 313 578 282 36 207 650 302 578 621 477 411 428 51 3 26 667 421 370 594 352 320 126 25 230 578
36 295 31 329 534 246 576 26 140 326 623 595 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 587 318 292 648 489 280 595 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
177 421 411 284 229 324 302 330 121 638 464 354 622 280 594 248 419 578 23 492 9 357 78 3 36 648 329 269 292 381 267 350 228 3 9 357 78 50 121 260 576 257 28 122 346 2 2 2 2 2
91 341 581 36 341 26 411 678 295 266 68 47 9 120 235 284 169 469 411 578 608 284 439 155 411 409 492 36 284 630 576 327 318 375 574 329 9 462 320 318 9 466 249 632 594 428 158 2 2 2
36 600 416 648 225 576 635 667 309 127 36 107 250 36 578 537 556 576 637 167 474 574 578 262 400 36 316 327 267 112 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
320 644 181 92 675 19 675 36 152 19 152 411 436 183 9 128 594 238 628 284 63 576 578 34 441 655 293 230 578 608 619 36 612 92 579 426 544 2 2 2 2 2 2 2 2 2 2 2 2 2
578 466 606 215 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
321 9 551 577 9 343 76 263 594 226 595 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
674 267 266 60 10 594 146 590 578 382 404 411 578 79 36 578 611 36 578 541 77 594 523 578 88 340 419 561 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
320 644 181 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
267 640 594 243 320 229 91 267 616 578 300 411 244 320 499 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
267 644 9 216 36 651 634 576 548 594 179 36 200 421 411 623 443 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 384 483 318 351 375 15 92 578 556 576 266 60 521 273 595 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
534 522 153 594 566 360 211 338 276 372 590 232 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
405 230 576 358 162 295 337 280 40 73 574 578 573 411 369 661 610 594 280 179 402 302 509 411 578 39 594 9 530 470 657 261 596 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
267 607 623 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
657 261 596 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 230 588 411 678 302 335 426 553 366 426 277 507 321 682 229 150 302 9 398 507 534 321 615 297 679 9 343 395 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 600 416 648 225 576 635 667 309 127 36 107 250 36 578 537 556 576 637 167 474 574 578 262 400 36 316 327 267 112 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
267 607 623 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
295 337 576 230 355 411 678 595 318 578 229 150 411 507 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
390 648 226 429 671 292 267 674 266 143 578 374 556 411 428 592 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
91 637 336 576 297 267 644 481 633 131 235 82 528 267 383 56 170 284 323 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 590 320 26 267 397 349 578 310 426 578 447 543 560 576 267 240 256 620 302 578 270 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
648 214 594 614 428 673 426 421 37 47 652 47 648 524 685 36 576 265 478 135 302 428 434 346 36 302 578 339 411 428 388 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 590 320 26 267 397 349 578 310 426 578 447 543 560 576 267 240 256 620 302 578 270 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
267 65 576 9 362 130 265 35 410 594 468 9 463 91 29 35 410 594 315 9 249 119 411 576 463 55 313 400 36 466 17 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
648 214 594 614 428 673 426 421 37 47 652 47 648 524 685 36 576 265 478 135 302 428 434 346 36 302 578 339 411 428 388 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
196 302 284 180 101 637 144 493 578 571 594 243 578 557 229 302 220 411 244 320 499 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
587 158 637 502 100 237 669 9 480 653 188 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
91 648 29 489 36 106 578 327 576 637 454 3 9 551 411 286 36 310 36 495 594 660 534 355 411 678 266 129 682 102 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
267 644 231 583 492 590 673 641 36 124 642 356 36 368 506 36 562 96 36 54 570 623 657 648 392 594 337 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
578 466 151 115 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
577 663 578 285 409 365 492 576 534 355 411 678 468 667 578 503 684 576 637 162 318 534 632 594 428 158 36 428 536 428 239 160 419 320 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 295 639 594 575 636 230 62 563 35 431 290 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
329 47 578 400 148 265 526 534 265 578 83 342 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 297 648 118 594 344 620 594 638 205 297 648 479 576 578 334 411 327 267 189 665 406 531 484 322 47 437 411 9 389 148 91 665 126 25 422 297 648 550 620 36 157 320 36 494 594 624 320 420 20
91 648 29 489 36 106 578 327 576 637 454 3 9 551 411 286 36 310 36 495 594 660 534 355 411 678 266 129 682 102 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
267 471 103 36 80 267 603 204 235 578 32 594 578 43 267 449 7 222 67 578 508 604 5 222 620 313 578 282 36 207 650 302 578 621 477 411 428 51 3 26 667 421 370 594 352 320 126 25 230 578
36 649 251 559 609 302 235 26 13 33 235 335 590 4 253 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
577 663 578 552 267 519 230 328 555 550 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
674 267 555 413 578 444 576 648 625 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 295 639 594 575 636 230 62 563 35 431 290 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
648 44 254 594 280 230 30 36 298 428 592 36 230 578 424 267 242 594 623 594 504 576 677 648 600 655 583 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
245 683 9 75 500 411 42 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
284 191 308 11 428 673 295 99 299 97 235 9 378 661 538 190 230 9 347 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 297 648 118 594 344 620 594 638 205 297 648 479 576 578 334 411 327 267 189 665 406 531 484 322 47 437 411 9 389 148 91 665 126 25 422 297 648 550 620 36 157 320 36 494 594 624 320 420 20
302 35 195 659 578 400 576 121 260 318 419 227 99 565 46 578 673 50 578 545 411 578 312 674 267 555 266 94 594 173 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
268 498 667 284 66 72 408 646 578 556 411 587 108 617 667 84 425 3 200 534 416 467 578 23 667 9 247 417 86 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
267 640 594 243 320 229 91 267 616 578 300 411 244 320 499 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
658 267 644 599 411 587 212 287 576 267 644 578 377 607 353 302 33 267 390 175 320 92 505 578 441 257 406 452 284 664 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
575 678 201 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
658 267 644 599 411 587 212 287 576 267 644 578 377 607 353 302 33 267 390 175 320 92 505 578 441 257 406 452 284 664 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 384 483 318 351 375 15 92 578 556 576 266 60 521 273 595 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
637 491 576 267 644 95 578 227 159 594 134 578 557 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
292 318 201 170 598 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
534 320 359 266 514 305 576 267 644 386 578 377 607 353 302 33 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
268 498 667 284 66 72 408 646 578 556 411 587 108 617 667 84 425 3 200 534 416 467 578 23 667 9 247 417 86 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 658 196 9 152 36 9 259 19 284 497 267 555 472 229 302 520 411 184 104 230 568 328 267 644 165 576 267 258 670 578 185 105 53 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
658 637 476 230 578 567 284 81 48 657 44 678 171 243 419 578 24 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
575 678 201 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 297 648 118 594 344 620 594 638 205 297 648 479 576 578 334 411 327 267 189 665 406 531 484 322 47 437 411 9 389 148 91 665 126 25 422 297 648 550 620 36 157 320 36 494 594 624 320 420 20
268 498 667 284 66 72 408 646 578 556 411 587 108 617 667 84 425 3 200 534 416 467 578 23 667 9 247 417 86 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
47 9 85 637 546 142 291 244 349 668 580 435 192 529 92 398 36 311 194 576 87 412 235 421 37 218 92 578 673 46 623 36 292 320 672 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
36 658 196 9 152 36 9 259 19 284 497 267 555 472 229 302 520 411 184 104 230 568 328 267 644 165 576 267 258 670 578 185 105 53 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
91 648 29 489 36 106 578 327 576 637 454 3 9 551 411 286 36 310 36 495 594 660 534 355 411 678 266 129 682 102 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
267 644 206 11 26 578 556 576 9 278 673 411 327 674 56 10 594 569 36 26 578 399 361 667 660 594 569 320 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
637 644 403 385 296 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
